1,2020-03-04,0,0,https://www.mhlw.go.jp/stf/newpage_09966.html
2,2020-03-13,0,0,https://www.mhlw.go.jp/stf/newpage_10190.html
3,2020-03-14,0,0,https://www.mhlw.go.jp/stf/newpage_10200.html
4,2020-03-15,0,0,https://www.mhlw.go.jp/stf/newpage_10205.html
5,2020-03-18,2,0,https://www.mhlw.go.jp/stf/newpage_10313.html
6,2020-03-20,3,1,https://www.mhlw.go.jp/stf/newpage_10352.html
7,2020-03-21,3,2,https://www.mhlw.go.jp/stf/newpage_10357.html
8,2020-03-22,0,1,https://www.mhlw.go.jp/stf/newpage_10360.html
9,2020-03-23,1,0,https://www.mhlw.go.jp/stf/newpage_10394.html
10,2020-03-25,0,5,https://www.mhlw.go.jp/stf/newpage_10445.html
11,2020-03-27,3,5,https://www.mhlw.go.jp/stf/newpage_10539.html
12,2020-03-30,18,2,https://www.mhlw.go.jp/stf/newpage_10606.html
13,2020-03-31,4,1,https://www.mhlw.go.jp/stf/newpage_10638.html
14,2020-04-01,3,1,https://www.mhlw.go.jp/stf/newpage_10655.html
15,2020-04-02,1,0,https://www.mhlw.go.jp/stf/newpage_10673.html
16,2020-04-03,0,4,https://www.mhlw.go.jp/stf/newpage_10689.html
17,2020-04-05,5,0,https://www.mhlw.go.jp/stf/newpage_10699.html
18,2020-04-06,3,1,https://www.mhlw.go.jp/stf/newpage_10711.html
19,2020-04-08,7,5,https://www.mhlw.go.jp/stf/newpage_10753.html
20,2020-04-10,2,0,https://www.mhlw.go.jp/stf/newpage_10807.html
21,2020-04-11,24,5,https://www.mhlw.go.jp/stf/newpage_10812.html
22,2020-04-13,4,0,https://www.mhlw.go.jp/stf/newpage_10830.html
23,2020-04-15,4,0,https://www.mhlw.go.jp/stf/newpage_10868.html
24,2020-04-17,1,0,https://www.mhlw.go.jp/stf/newpage_10908.html
25,2020-04-18,1,0,https://www.mhlw.go.jp/stf/newpage_10911.html
26,2020-04-19,1,0,https://www.mhlw.go.jp/stf/newpage_10917.html
27,2020-04-20,1,1,https://www.mhlw.go.jp/stf/newpage_10938.html
28,2020-04-21,1,0,https://www.mhlw.go.jp/stf/newpage_10967.html
29,2020-04-22,2,0,https://www.mhlw.go.jp/stf/newpage_10991.html
30,2020-04-23,1,0,https://www.mhlw.go.jp/stf/newpage_11007.html
31,2020-04-25,3,0,https://www.mhlw.go.jp/stf/newpage_11044.html
32,2020-04-26,2,0,https://www.mhlw.go.jp/stf/newpage_11049.html
33,2020-04-27,1,0,https://www.mhlw.go.jp/stf/newpage_11072.html
34,2020-04-28,3,0,https://www.mhlw.go.jp/stf/newpage_11097.html
35,2020-04-29,2,0,https://www.mhlw.go.jp/stf/newpage_11106.html
36,2020-04-30,2,0,https://www.mhlw.go.jp/stf/newpage_11120.html
37,2020-05-02,1,0,https://www.mhlw.go.jp/stf/newpage_11161.html
38,2020-05-06,1,0,https://www.mhlw.go.jp/stf/newpage_11177.html
39,2020-05-07,2,0,https://www.mhlw.go.jp/stf/newpage_11191.html
40,2020-05-08,1,0,https://www.mhlw.go.jp/stf/newpage_11220.html
41,2020-05-10,2,0,https://www.mhlw.go.jp/stf/newpage_11231.html
42,2020-05-12,2,0,https://www.mhlw.go.jp/stf/newpage_11270.html
43,2020-05-13,1,0,https://www.mhlw.go.jp/stf/newpage_11290.html
44,2020-05-16,2,0,https://www.mhlw.go.jp/stf/newpage_11355.html
45,2020-05-21,1,0,https://www.mhlw.go.jp/stf/newpage_11438.html
46,2020-05-23,1,0,https://www.mhlw.go.jp/stf/newpage_11469.html
47,2020-05-24,2,0,https://www.mhlw.go.jp/stf/newpage_11472.html
48,2020-05-25,1,0,https://www.mhlw.go.jp/stf/newpage_11495.html
49,2020-05-26,4,0,https://www.mhlw.go.jp/stf/newpage_11518.html
50,2020-05-27,3,0,https://www.mhlw.go.jp/stf/newpage_11552.html
51,2020-05-28,2,0,https://www.mhlw.go.jp/stf/newpage_11568.html
52,2020-05-29,9,1,https://www.mhlw.go.jp/stf/newpage_11584.html
53,2020-05-30,4,0,https://www.mhlw.go.jp/stf/newpage_11603.html
54,2020-05-31,4,0,https://www.mhlw.go.jp/stf/newpage_11605.html
55,2020-06-01,1,0,https://www.mhlw.go.jp/stf/newpage_11625.html
56,2020-06-02,1,0,https://www.mhlw.go.jp/stf/newpage_11642.html
57,2020-06-03,4,0,https://www.mhlw.go.jp/stf/newpage_11666.html
